,BTCtweets,Totaltweets,btc_neg_avg,btc_pos_avg,btc_neu_avg,btc_com_avg,neg_avg,pos_avg,neu_avg,com_avg,high,low,open,volume,close,MOM_10,SMA_5,SMA_10,RSI_14,MFI_14,nxt_day_return
2022-06-07,76,132,0.048078947368421054,0.10067105263157894,0.8513026315789474,0.22579868421052635,0.06284848484848486,0.1062121212121212,0.8309621212121211,0.15847878787878789,31551.28,29210.15,31353.78,44308.05,31111.75,2098.220000000001,30377.841999999997,30506.922000000002,50.29398517180661,43.39666972410617,0
2022-06-08,46,93,0.03406521739130435,0.07006521739130434,0.8958478260869566,0.13236739130434783,0.03961290322580645,0.08402150537634408,0.8763870967741931,0.1457548387096774,31305.48,29839.64,31111.75,27741.65,30189.27,737.0400000000009,30479.636,30580.626,46.2786400333219,36.830752780683355,0
2022-06-09,24,65,0.03158333333333333,0.07429166666666666,0.8940833333333332,0.15885416666666666,0.041661538461538465,0.07936923076923078,0.8789538461538462,0.18086615384615384,30677.87,29924.47,30189.27,20555.57,30082.94,-1633.4700000000012,30527.128000000004,30417.279,45.824501742472776,38.98052530827282,0
2022-06-10,37,84,0.057081081081081085,0.08956756756756758,0.8533513513513513,0.11815405405405408,0.07452380952380952,0.08857142857142858,0.8368928571428571,0.09117738095238097,30336.9,28839.92,30082.94,38461.6,29067.38,-2714.779999999999,30361.023999999998,30145.801,41.62325640211608,38.716072379602274,0
2022-06-11,20,60,0.046049999999999994,0.1327,0.8212999999999999,0.26383,0.05068333333333333,0.0967,0.85265,0.1466583333333333,29414.37,28105.18,29067.38,24313.37,28389.49,-1400.0900000000001,29768.166000000005,30005.791999999998,39.04968539425105,34.66331296306077,0
2022-06-12,41,66,0.051000000000000004,0.09973170731707318,0.8492195121951219,0.1645439024390244,0.059848484848484845,0.09400000000000001,0.8461363636363637,0.1210969696969697,28519.32,26570.67,28389.49,38522.37,26587.35,-3852.2800000000025,28863.286,29620.564000000002,33.17683386714125,29.926947358256815,0
2022-06-13,96,155,0.04948958333333333,0.09505208333333333,0.8554479166666668,0.126728125,0.053664516129032266,0.09718064516129031,0.8491483870967742,0.1244632258064516,26871.6,21976.15,26587.35,169741.38,22471.59,-7208.709999999999,27319.75,28899.693,24.21853495852632,15.597635603707063,0
2022-06-14,83,128,0.06540963855421687,0.09574698795180724,0.8388072289156627,0.160789156626506,0.0598203125,0.11767187500000001,0.8224843749999999,0.18109453125,23214.28,20837.64,22471.59,93509.58,22118.37,-7727.110000000001,25726.836,28126.982,23.628859175072694,8.368090756065527,1
2022-06-15,84,148,0.051428571428571435,0.0936904761904762,0.8548809523809524,0.153852380952381,0.04604054054054054,0.09352027027027028,0.8604391891891892,0.1395391891891892,22743.84,20083.9,22118.37,118629.55,22566.73,-7331.170000000002,24426.706,27393.865,26.088894703462884,7.775257406027876,0
2022-06-16,61,103,0.06977049180327868,0.08383606557377049,0.8464262295081966,0.029949180327868852,0.062407766990291255,0.08517475728155338,0.8524368932038834,0.07938640776699031,22961.17,20209.17,22566.73,62443.29,20372.85,-10980.93,22823.378,26295.772000000004,22.303167326377277,7.610464861970717,1
2022-06-17,43,79,0.049279069767441855,0.0923720930232558,0.8583720930232559,0.15035116279069766,0.06254430379746835,0.07640506329113925,0.8611012658227848,0.062068354430379766,21330.5,20221.24,20372.85,63610.58,20432.26,-10679.490000000002,21592.359999999997,25227.823,22.6305791573092,7.374847460676712,0
2022-06-18,92,131,0.07270652173913045,0.07946739130434782,0.8477499999999998,0.08483478260869566,0.06105343511450381,0.08401526717557252,0.8548702290076335,0.1010442748091603,20722.69,17600.75,20432.26,100138.03,18954.25,-11235.02,20888.892,24104.321,20.334784071327118,6.793530794852219,1
2022-06-19,43,78,0.046860465116279074,0.09355813953488373,0.8595581395348837,0.09635813953488372,0.052410256410256414,0.10244871794871796,0.845102564102564,0.11269871794871794,20776.87,17936.0,18954.25,61181.89,20553.48,-9529.46,20575.914,23151.375,28.756506093027358,10.73760789329555,0
2022-06-20,43,82,0.06688372093023255,0.06539534883720931,0.8677209302325583,0.004369767441860468,0.07865853658536585,0.10058536585365853,0.8207439024390244,0.06048536585365855,21016.02,19616.32,20553.48,48976.59,20550.91,-8516.470000000001,20172.75,22299.728,28.75124597228077,10.442771973855926,1
2022-06-21,52,98,0.05126923076923076,0.10221153846153846,0.8465384615384615,0.25509038461538464,0.051673469387755105,0.10712244897959186,0.8412142857142858,0.19457653061224486,21694.7,20339.03,20550.91,45262.22,20699.21,-7690.2800000000025,20238.022,21530.7,29.55203982193425,15.215533371910094,0
2022-06-22,56,80,0.04392857142857143,0.08119642857142859,0.8748928571428571,0.12709821428571427,0.0439125,0.09395,0.8621624999999999,0.14123375,20862.67,19756.23,20699.21,50640.15,19956.16,-6631.189999999999,20142.802000000003,20867.581,27.86229211035953,15.086045768758764,1
2022-06-23,35,84,0.0512,0.09334285714285716,0.8555714285714286,0.14898000000000003,0.035821428571428574,0.10776190476190475,0.8564761904761907,0.1945416666666666,21195.95,19870.07,19956.16,40647.06,21098.41,-1373.1800000000003,20571.634000000002,20730.263,34.10029649711177,18.914872457572315,1
2022-06-24,52,110,0.07940384615384616,0.08384615384615383,0.8367115384615385,0.09155,0.0673090909090909,0.09560000000000002,0.8370454545454545,0.12036,21528.86,20717.47,21098.41,40303.85,21219.46,-898.9099999999999,20704.829999999998,20640.371999999996,34.744302746596745,23.257315791931347,1
2022-06-25,15,47,0.0984,0.12113333333333333,0.7804,0.22760666666666665,0.06714893617021277,0.11631914893617021,0.8164893617021277,0.2766021276595745,21587.06,20902.05,21219.46,21604.15,21474.19,-1092.5400000000009,20889.485999999997,20531.118,36.15818050385085,25.757753268895744,0
2022-06-26,19,37,0.09489473684210527,0.167,0.7381052631578948,0.13527894736842105,0.06916216216216216,0.11559459459459458,0.8152432432432432,0.08603243243243244,21855.84,20968.82,21474.19,20812.53,21031.85,659.0,20956.014,20597.018,34.75015358545878,26.537656991723903,0
2022-06-27,29,57,0.06227586206896551,0.13375862068965516,0.8040689655172413,0.2725,0.06826315789473685,0.12752631578947368,0.8042631578947369,0.25800701754385963,21505.42,20553.32,21031.85,30683.89,20718.16,285.90000000000146,21108.413999999997,20625.608,33.74654840817557,31.957530620905835,0
2022-06-28,45,88,0.07188888888888888,0.06988888888888889,0.8582666666666665,-0.014171111111111107,0.08565909090909091,0.0890909090909091,0.8252613636363635,0.027902272727272727,21184.16,20179.52,20718.16,32936.56,20251.96,1297.7099999999991,20939.124,20755.378999999997,32.255583750193665,34.86624383019234,0
2022-06-29,52,86,0.06309615384615384,0.07413461538461538,0.8627884615384616,0.08641538461538462,0.059058139534883716,0.09780232558139534,0.8431279069767442,0.09149883720930234,20402.7,19844.86,20251.96,37366.3,20094.16,-459.3199999999997,20714.064,20709.447,31.744344990533605,39.64122738046183,0
2022-06-30,55,87,0.07621818181818182,0.10874545454545456,0.8150181818181819,0.18066727272727273,0.07954022988505748,0.11683908045977012,0.8035977011494251,0.1498310344827586,20138.96,18622.86,20094.16,56316.14,19908.49,-642.4199999999983,20400.924,20645.204999999998,31.119360906318793,40.3070553503422,0
2022-07-01,57,78,0.07136842105263158,0.08875438596491227,0.8398771929824561,0.12841754385964912,0.07291025641025642,0.08930769230769231,0.8377820512820512,0.12722179487179486,20817.65,18952.12,19908.49,62287.55,19249.33,-1449.8799999999974,20044.420000000002,20500.216999999997,28.94090634232522,49.94656457173489,0
2022-07-02,13,23,0.07692307692307693,0.08784615384615385,0.8351538461538461,-0.007015384615384599,0.0703913043478261,0.10369565217391304,0.8258695652173912,0.040495652173913044,19419.25,18965.44,19249.33,20447.36,19225.66,-730.5,19745.920000000002,20427.167,28.862770921485183,56.508011398529426,1
2022-07-03,26,39,0.09334615384615384,0.07107692307692308,0.8354999999999998,-0.033480769230769244,0.08666666666666667,0.10089743589743588,0.8123589743589742,0.046948717948717925,19617.18,18768.2,19225.66,22431.91,19294.21,-1804.2000000000007,19554.370000000003,20246.747,29.456769026437136,53.373726504593165,1
2022-07-04,38,58,0.05271052631578948,0.08757894736842105,0.8596578947368422,0.1975342105263158,0.043086206896551724,0.08867241379310346,0.8682068965517243,0.24139482758620687,20313.34,19036.44,19294.21,31698.75,20212.81,-1006.6499999999978,19578.1,20146.082000000002,37.043151902975495,51.719982551202136,0
2022-07-05,41,71,0.053634146341463414,0.0979268292682927,0.8484146341463413,0.07673658536585365,0.056492957746478875,0.10969014084507042,0.8338169014084506,0.12445352112676056,20725.51,19284.32,20212.81,46669.86,20158.69,-1315.5,19628.14,20014.532,36.792107751059575,51.67146439703802,1
2022-07-06,38,88,0.05186842105263158,0.08855263157894737,0.8595526315789472,0.17183421052631578,0.06597727272727273,0.08829545454545454,0.8457613636363636,0.0984681818181818,20637.99,19749.93,20158.69,39337.75,20545.04,-486.8099999999977,19887.282,19965.851000000002,39.92224707678691,60.65133860702846,1
2022-07-07,58,110,0.037586206896551726,0.11737931034482758,0.8450172413793102,0.24820344827586205,0.047,0.12243636363636365,0.8305454545454544,0.2617454545454545,21840.22,20242.62,20545.04,50417.79,21611.8,893.6399999999994,20364.51,20055.215,47.63336767658268,61.513678606510474,0
2022-07-08,43,78,0.04395348837209303,0.11897674418604652,0.8369999999999999,0.2593883720930233,0.03116666666666667,0.12211538461538463,0.8466666666666668,0.25948461538461537,22377.17,21183.19,21611.8,56687.83,21592.65,1340.6900000000023,20824.198,20189.284000000003,47.51546449269723,62.86364362952401,0
2022-07-09,21,44,0.060619047619047614,0.06323809523809525,0.876095238095238,0.04703809523809524,0.039386363636363636,0.08281818181818182,0.87775,0.11221590909090912,21942.8,21328.96,21592.65,21058.31,21582.17,1488.0099999999984,21098.07,20338.085,47.44625059099241,58.62406931354985,0
2022-07-10,19,41,0.05826315789473684,0.09652631578947368,0.8451052631578948,0.1207736842105263,0.04680487804878048,0.07663414634146341,0.8764878048780488,0.09866341463414635,21591.09,20671.26,21582.17,23037.78,20846.53,938.0399999999972,21235.638,20431.889,42.73993597371158,58.39868179101731,0
2022-07-11,47,91,0.06374468085106383,0.08353191489361703,0.8526595744680853,0.13314893617021278,0.06528571428571428,0.08006593406593406,0.8546373626373626,0.061643956043956026,20852.04,19872.03,20846.53,37062.98,19944.25,694.9199999999983,21115.48,20501.381,37.78882032079488,57.82486550095138,0
2022-07-12,37,67,0.05824324324324324,0.08281081081081082,0.8589189189189188,0.10109459459459459,0.04779104477611941,0.10573134328358208,0.8464477611940299,0.19523283582089554,20036.49,19230.29,19944.25,44319.07,19309.71,84.04999999999927,20655.061999999998,20509.786,34.740841825753186,56.84292068727819,1
2022-07-13,52,82,0.06613461538461539,0.10905769230769231,0.8247692307692307,0.13112692307692306,0.05645121951219513,0.10891463414634148,0.8345975609756098,0.1692341463414634,20274.83,18919.1,19309.71,60187.72,20230.81,936.6000000000022,20382.694,20603.446,42.0480141303164,64.98698838445985,1
2022-07-14,58,121,0.04456896551724138,0.1024655172413793,0.8529482758620689,0.19665689655172414,0.048206611570247936,0.0964710743801653,0.8553140495867768,0.1908396694214876,20869.51,19620.06,20230.81,50524.15,20577.38,364.5699999999997,20181.735999999997,20639.903,44.56322668834754,74.34966194869965,1
2022-07-15,47,104,0.044978723404255315,0.08682978723404257,0.8682553191489362,0.19167021276595747,0.04349038461538462,0.10224038461538461,0.854298076923077,0.2174192307692308,21185.15,20373.45,20577.38,35888.21,20827.27,668.5800000000017,20177.884,20706.761000000002,46.37061625351554,73.23369718710981,1
2022-07-16,17,64,0.02552941176470588,0.09347058823529411,0.8810588235294118,0.21636470588235293,0.03228125,0.0859375,0.881796875,0.2087234375,21574.75,20481.02,20827.27,27875.55,21199.01,653.9699999999975,20428.836,20772.158,49.03269324704739,77.20346492139461,0
2022-07-17,24,64,0.05225,0.09220833333333334,0.8554583333333333,0.13272083333333332,0.055656250000000004,0.09639062500000001,0.84790625,0.1529640625,21658.47,20752.85,21199.01,25674.37,20792.81,-818.989999999998,20725.456000000002,20690.259,46.32665425768366,72.64438875730151,1
2022-07-18,67,135,0.05452238805970149,0.09870149253731343,0.8467014925373133,0.15064179104477612,0.053540740740740736,0.09716296296296295,0.8492666666666665,0.16548296296296294,22749.06,20760.73,20792.81,66744.81,22447.39,854.739999999998,21168.772,20775.733,56.78795438125491,74.53063713982868,1
2022-07-19,44,94,0.04195454545454545,0.0656590909090909,0.8924090909090907,0.12188863636363637,0.03865957446808511,0.09356382978723406,0.8677872340425532,0.1699287234042553,23790.89,21588.2,22447.39,79216.86,23399.91,1817.7400000000016,21733.278000000002,20957.507,61.446609753332176,76.25041188981629,0
2022-07-20,79,122,0.07248101265822784,0.09025316455696203,0.8372151898734176,0.15369620253164556,0.054827868852459015,0.10065573770491801,0.8444836065573771,0.15545081967213117,24276.14,22923.14,23399.91,74279.35,23222.77,2376.2400000000016,22212.378,21195.131,60.14792533232616,77.85529735634935,0
2022-07-21,56,98,0.04830357142857143,0.13046428571428573,0.821125,0.28896785714285717,0.05665306122448979,0.1164795918367347,0.8268061224489794,0.21962244897959188,23419.67,22348.64,23222.77,52462.17,23153.54,3209.290000000001,22603.284000000003,21516.06,59.6175997636246,69.5273221591554,0
2022-07-22,47,93,0.04523404255319149,0.09672340425531914,0.8579574468085107,0.15237446808510638,0.04735483870967742,0.08996774193548387,0.8626344086021505,0.14762473118279568,23749.68,22513.01,23153.54,42569.62,22686.32,3376.6100000000006,22981.985999999997,21853.721,56.027279219380965,68.97167412657164,0
2022-07-23,21,39,0.05157142857142857,0.09233333333333335,0.856047619047619,0.15115714285714285,0.056897435897435907,0.10715384615384616,0.8359230769230769,0.16739487179487178,22997.6,21953.76,22686.32,25789.53,22452.14,2221.329999999998,22982.935999999998,22075.854,54.26336083935773,68.35917500386623,1
2022-07-24,20,39,0.06185,0.10174999999999998,0.8364499999999999,0.19381500000000002,0.051282051282051294,0.12376923076923077,0.8249743589743591,0.2536846153846154,23012.74,22270.07,22452.14,22222.43,22585.4,2008.0200000000004,22820.034,22276.656,55.129083105037495,71.86084457696894,0
2022-07-25,34,69,0.05911764705882354,0.08776470588235293,0.8531176470588235,0.04061176470588235,0.05389855072463769,0.09308695652173915,0.853,0.12237391304347825,22660.92,21268.28,22585.4,42928.78,21305.59,478.3199999999997,22436.598,22324.488,46.10344195441011,70.92903613503773,0
2022-07-26,42,74,0.07880952380952382,0.15126190476190476,0.7698571428571428,0.18274523809523813,0.07847297297297297,0.1385945945945946,0.7828513513513514,0.18243783783783785,21341.58,20733.24,21305.59,38536.61,21258.08,59.07000000000335,22057.506,22330.395,45.80364888791883,71.18898834667083,1
2022-07-27,57,96,0.055982456140350884,0.11407017543859649,0.8299473684210527,0.21783859649122808,0.0464375,0.10305208333333332,0.8505208333333334,0.1698760416666667,23101.9,21049.67,21258.08,52722.03,22960.19,2167.3799999999974,22112.280000000002,22547.133,56.67361050183532,71.16289553403232,1
2022-07-28,62,126,0.04582258064516129,0.09761290322580646,0.8565645161290323,0.17893709677419353,0.06497619047619047,0.10199206349206348,0.8330396825396826,0.14522301587301586,24196.42,22599.92,22960.19,55708.07,23855.65,1408.260000000002,22392.982,22687.959,61.09452335531272,71.73039363083856,0
2022-07-29,34,68,0.035823529411764705,0.12444117647058824,0.839735294117647,0.2384764705882353,0.023911764705882355,0.12563235294117647,0.8504558823529412,0.25608970588235297,24416.37,23444.29,23855.65,42343.73,23769.15,369.2400000000016,22629.732,22724.882999999998,60.45282539651426,72.2404766726433,0
2022-07-30,27,60,0.04711111111111112,0.10770370370370369,0.8452222222222223,0.1546703703703704,0.037799999999999986,0.13283333333333333,0.8293833333333335,0.24324166666666666,24619.11,23521.46,23769.15,32275.85,23646.03,423.2599999999984,23097.82,22767.209,59.494957282043565,72.58536730820063,0
2022-07-31,22,33,0.03404545454545455,0.09763636363636365,0.8683636363636363,0.2936818181818182,0.04418181818181818,0.08721212121212121,0.8686363636363637,0.22426060606060602,24187.18,23243.11,23646.03,23010.79,23308.14,154.59999999999854,23507.832000000002,22782.669,56.833468206196194,72.57719074656744,0
2022-08-01,30,76,0.051000000000000004,0.10876666666666666,0.8402333333333334,0.18329,0.04764473684210526,0.11553947368421051,0.8368289473684211,0.16842894736842104,23504.29,22866.94,23308.14,31489.52,23271.57,585.25,23570.108,22841.194,56.53867027871601,65.97030243924719,0
2022-08-02,42,80,0.03876190476190476,0.13666666666666666,0.8244761904761905,0.2506690476190476,0.05852500000000001,0.1123625,0.8290500000000002,0.1859225,23451.58,22668.87,23271.57,34258.27,22991.49,539.3500000000022,23397.276,22895.129,54.21906488176692,57.27410660967994,0
2022-08-03,41,80,0.08048780487804878,0.0945121951219512,0.8250243902439025,0.0941560975609756,0.074525,0.0974375,0.82805,0.0921825,23615.71,22695.67,22991.49,44757.6,22825.25,239.84999999999854,23208.496,22919.114,52.833533728330856,54.81662353079066,0
2022-08-04,39,75,0.07335897435897436,0.09584615384615384,0.8308461538461538,0.08952307692307693,0.05514666666666667,0.0946,0.85028,0.16018933333333335,23228.89,22418.27,22825.25,36540.64,22622.99,1317.4000000000015,23003.888,23050.854,51.12182533402961,56.522633354731724,1
2022-08-05,41,67,0.05621951219512195,0.14878048780487804,0.7949756097560976,0.27546829268292683,0.04776119402985075,0.13050746268656715,0.8217014925373135,0.2585597014925373,23473.92,22590.7,22622.99,50480.51,23319.22,2061.1399999999994,23006.104,23256.968,56.36271758431094,57.196801209139295,0
2022-08-06,7,27,0.04257142857142857,0.15585714285714286,0.8015714285714287,0.30211428571428567,0.01748148148148148,0.12207407407407407,0.8604074074074075,0.25833333333333336,23350.56,22922.93,23319.22,17293.89,22956.4,-3.789999999997235,22943.07,23256.589,53.16361667327341,58.05521296627172,1
2022-08-07,22,47,0.031318181818181814,0.131,0.8376818181818181,0.3123954545454546,0.032787234042553196,0.10274468085106385,0.8644680851063828,0.21154680851063826,23400.38,22854.01,22956.4,16799.46,23179.86,-675.7900000000009,22980.744,23189.010000000002,54.86288917806453,57.6537969561098,1
2022-08-08,31,73,0.05058064516129032,0.1175483870967742,0.8318709677419355,0.2068709677419355,0.04015068493150685,0.11923287671232878,0.8406164383561644,0.23374794520547948,24244.59,23162.43,23179.86,40870.37,23817.72,48.56999999999971,23179.238,23193.867000000002,59.39189294009972,65.60269431835012,0
2022-08-09,40,83,0.076775,0.0854,0.8377749999999999,0.032352500000000006,0.057867469879518074,0.10825301204819278,0.8338554216867469,0.1412602409638554,23923.56,22881.18,23817.72,38306.57,23156.66,-489.369999999999,23285.972,23144.93,53.41058139179077,65.16724668035599,1
2022-08-10,34,85,0.036647058823529415,0.0811764705882353,0.8822058823529412,0.16270294117647058,0.03596470588235295,0.08907058823529411,0.8749647058823531,0.1961894117647059,24216.73,22674.6,23156.66,52668.46,23959.67,651.5299999999988,23414.061999999998,23210.083000000002,58.833995115136986,65.35302115316748,0
2022-08-11,38,85,0.046921052631578954,0.08063157894736843,0.8724473684210524,0.17035526315789473,0.041505882352941184,0.08995294117647058,0.8685647058823528,0.1699305882352941,24895.61,23867.0,23959.67,54803.51,23943.36,671.7900000000009,23611.454,23277.262,58.684568811473795,65.3994607078898,1
2022-08-12,24,60,0.051666666666666666,0.13441666666666666,0.8140000000000001,0.30219166666666664,0.044883333333333324,0.12673333333333334,0.8284,0.2677583333333333,24458.75,23609.84,23943.36,34031.35,24412.17,1420.6799999999967,23857.916,23419.329999999998,61.69598384726723,57.948335895779955,1
2022-08-13,9,42,0.009444444444444443,0.05633333333333333,0.9342222222222224,0.18307777777777778,0.03435714285714286,0.08519047619047619,0.8804047619047618,0.16611428571428571,24892.27,24306.08,24412.17,28921.35,24449.86,1624.6100000000006,23984.344,23581.791,61.936190224392746,57.72715788002317,0
2022-08-14,35,74,0.053714285714285714,0.06885714285714287,0.8774285714285713,0.12081428571428572,0.05420270270270269,0.08802702702702703,0.8577567567567568,0.14465405405405404,25012.36,24160.64,24449.86,36035.79,24313.71,1690.7199999999975,24215.753999999997,23750.863,60.46118662762031,56.11631463138978,0
2022-08-15,39,74,0.05207692307692308,0.0698974358974359,0.8779743589743592,0.019164102564102566,0.05695945945945946,0.07604054054054053,0.8669729729729728,0.02441216216216217,25203.38,23783.19,24313.71,54754.47,24101.69,782.4699999999975,24244.158,23829.11,58.13919076306294,53.47126687145597,0
